eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps,test_eplenmean,test_eprewmean
77.27,0.9900000095367432,77.93,-0.3100000023841858,987.0,0.011832390911877155,0.16162109375,2.45473313331604,-0.01947399228811264,0.06446651369333267,0.5809303522109985,44.0,11264.0,735.6171089769996,720896.0,80.84,-0.7200000286102295
85.44,0.8600000143051147,84.51,-0.49000000953674316,989.0,0.01197898481041193,0.1575113981962204,2.432551145553589,-0.022594904527068138,0.08387032896280289,0.5741758048534393,45.0,11520.0,752.2246184319993,737280.0,82.97,-0.25
87.04,0.8600000143051147,76.76,-0.7400000095367432,988.0,0.013292797841131687,0.1710612028837204,2.456014633178711,-0.022803515195846558,0.0856524109840393,0.5763763189315796,46.0,11776.0,768.8360247050005,753664.0,83.5,-0.3400000035762787
86.64,0.8600000143051147,80.63,-0.9599999785423279,985.0,0.011901858262717724,0.1518961638212204,2.427180767059326,-0.024745097383856773,0.09176722913980484,0.5849985182285309,47.0,12032.0,785.5022514310003,770048.0,77.53,-0.8399999737739563
85.52,1.090000033378601,80.94,-0.6100000143051147,993.0,0.012686279602348804,0.1643269807100296,2.4053590297698975,-0.024870475754141808,0.07593019306659698,0.62754687666893,48.0,12288.0,802.0299905609991,786432.0,77.28,-0.5799999833106995
83.36,1.100000023841858,78.29,-0.6100000143051147,986.0,0.012349479831755161,0.1588948518037796,2.404423713684082,-0.02291008085012436,0.07274778932332993,0.6487079560756683,49.0,12544.0,818.6812198299995,802816.0,85.32,-0.5099999904632568
84.81,1.149999976158142,82.76,-0.3100000023841858,990.0,0.01345097366720438,0.17694091796875,2.390526533126831,-0.02234037220478058,0.0863443985581398,0.6285014152526855,50.0,12800.0,835.2650581809994,819200.0,82.34,-0.3499999940395355
87.73,0.949999988079071,77.45,-0.6399999856948853,987.0,0.013399504125118256,0.1764322966337204,2.3872671127319336,-0.02464347332715988,0.0986194834113121,0.5639423429965973,51.0,13056.0,851.899985299,835584.0,85.58,-0.25999999046325684
86.06,1.0199999809265137,85.23,0.20000000298023224,983.0,0.012908566743135452,0.1652628630399704,2.3768808841705322,-0.02320919744670391,0.1145094633102417,0.5732638537883759,52.0,13312.0,868.6005487179991,851968.0,81.88,0.12999999523162842
82.08,1.440000057220459,81.57,0.4000000059604645,994.0,0.015193949453532696,0.1979573518037796,2.378490686416626,-0.02328544110059738,0.08349764347076416,0.6285819709300995,53.0,13568.0,885.1113944600002,868352.0,84.18,-1.059999942779541
84.9,1.2999999523162842,79.84,-0.5799999833106995,986.0,0.014532537199556828,0.187255859375,2.350398540496826,-0.02175764925777912,0.08897332102060318,0.6049261689186096,54.0,13824.0,901.7623285690006,884736.0,81.5,0.009999999776482582
87.21,1.309999942779541,82.93,-0.49000000953674316,984.0,0.014306005090475082,0.1907145231962204,2.3474180698394775,-0.022431232035160065,0.07648663967847824,0.6480763554573059,55.0,14080.0,918.4510891779992,901120.0,85.36,-0.20000000298023224
91.96,1.5099999904632568,85.04,-0.10000000149011612,994.0,0.015416104346513748,0.1936442106962204,2.3245503902435303,-0.0253759752959013,0.07715781033039093,0.6274685859680176,56.0,14336.0,934.969684746,917504.0,81.44,-0.4300000071525574
91.71,1.4900000095367432,81.63,-0.25,989.0,0.013628009706735611,0.1716511994600296,2.3296287059783936,-0.024243853986263275,0.08183987438678741,0.6120558977127075,57.0,14592.0,951.5679016579998,933888.0,81.97,0.11999999731779099
87.65,1.409999966621399,78.55,0.09000000357627869,989.0,0.014084269292652607,0.1820271760225296,2.329699754714966,-0.02634599804878235,0.06822193413972855,0.6440117359161377,58.0,14848.0,968.173616050999,950272.0,88.44,-0.2800000011920929
93.91,1.5499999523162842,78.84,-0.46000000834465027,990.0,0.015813643112778664,0.1995646208524704,2.306352376937866,-0.02638334594666958,0.0719069316983223,0.6360892951488495,59.0,15104.0,984.7488282949998,966656.0,82.95,-0.12999999523162842
88.23,1.350000023841858,79.8,-0.11999999731779099,988.0,0.013638496398925781,0.1783854216337204,2.3282880783081055,-0.02566615678369999,0.06368986517190933,0.6193280518054962,60.0,15360.0,1001.3688566370001,983040.0,76.37,-0.05000000074505806
85.93,1.340000033378601,78.06,-0.1599999964237213,989.0,0.014847240410745144,0.183837890625,2.3052499294281006,-0.026185432448983192,0.0816984474658966,0.5869216322898865,61.0,15616.0,1017.9646640989995,999424.0,78.8,-0.14000000059604645
88.94,1.2699999809265137,82.54,-0.5799999833106995,990.0,0.014017983339726925,0.1796468049287796,2.299633741378784,-0.026505231857299805,0.08548625558614731,0.6245299875736237,62.0,15872.0,1034.5405868050002,1015808.0,76.24,-0.03999999910593033
89.3,1.649999976158142,80.83,0.07000000029802322,983.0,0.01677502691745758,0.2032063752412796,2.2692294120788574,-0.024538420140743256,0.08448890596628189,0.6187392771244049,63.0,16128.0,1051.232344128999,1032192.0,84.64,-0.3700000047683716
90.97,1.5099999904632568,84.82,-0.17000000178813934,987.0,0.015215958468616009,0.1954549103975296,2.2808187007904053,-0.02316286601126194,0.09573331475257874,0.586158961057663,64.0,16384.0,1067.8561968180002,1048576.0,82.48,-0.30000001192092896
